id,dataset,label,subtype,subject,body,style,sender_type,difficulty,ner_organizations,ner_people,ner_locations,ner_job_titles,ner_dates,ner_urls
JOB-00970,job_search,application_notification,application_status_update,Application received — Project Coordinator,Thank you for your interest in the Project Coordinator position at Vertex Consulting. We have received your application and our hiring team will review it. We will contact you if there is a suitable next step.,automated,hr,medium,Vertex Consulting,,,Project Coordinator,,
JOB-00971,job_search,application_notification,application_received,Application status update,Your application for Software Engineer is currently under review. We are assessing applications against the requirements of the role and will provide an update when the review is complete.,semi_automated,hiring_manager,easy,,,,Software Engineer,,
JOB-00972,job_search,rejection,other_candidates,Your application with Horizon Labs,We appreciate the time you invested in the recruitment process. We have decided to continue with other candidates whose experience more closely matches the current requirements.,automated,hr,medium,Horizon Labs,,,,,
JOB-00973,job_search,rejection,generic_automated_rejection,Recruitment update,"We were impressed by your background and appreciated the opportunity to learn more about you. At this stage, however, we have chosen to take the process in a different direction.

Best regards,
Jordan Larsson",human,recruiter,medium,,Jordan Larsson,,,,
JOB-00974,job_search,rejection,generic_automated_rejection,Recruitment update,"We were impressed by your background and appreciated the opportunity to learn more about you. At this stage, however, we have chosen to take the process in a different direction.",automated,ats,adversarial,,,,,,
JOB-00975,job_search,acceptance_progression,final_interview,We'd like to move forward,"Thank you for speaking with us. The team enjoyed learning about your experience and would like to continue the conversation. We would like to arrange the next interview with you.

Best regards,
Casey Miller",human,ats,hard,,Casey Miller,,,,
JOB-00976,job_search,application_notification,thank_you_for_applying,Your application has been submitted,"Your application for Sales Development Representative at Atlas Software was successfully submitted. This confirmation does not indicate a hiring decision. We appreciate your interest and will review your information.

Best regards,
Sofia Patel",automated,hiring_manager,hard,Atlas Software,Sofia Patel,,Sales Development Representative,,
JOB-00977,job_search,application_notification,application_received,Your application has been submitted,Your application for Machine Learning Engineer at Oakridge Financial was successfully submitted. This confirmation does not indicate a hiring decision. We appreciate your interest and will review your information. Please note that this message is only a confirmation that we received your application.,automated,ats,medium,Oakridge Financial,,,Machine Learning Engineer,,
JOB-00978,job_search,acceptance_progression,move_forward,Offer from Silverline Systems,"We are pleased to offer you the Content Strategist position. The offer details, proposed start date, and terms are available in the candidate portal at https://example.test/offer.",automated,hr,medium,Silverline Systems,,,Content Strategist,,https://example.test/offer.
JOB-00979,job_search,rejection,post_interview,Regarding your application,"Thank you for speaking with our team about the Business Analyst role. Unfortunately, we will not be progressing your application to the next stage.",human,hr,easy,,,,Business Analyst,,
JOB-00980,job_search,rejection,other_candidates,Regarding your application,Thank you for speaking with our team about the Data Analyst role. we will not be progressing your application to the next stage.,semi_automated,company,medium,,,,Data Analyst,,
JOB-00981,job_search,rejection,post_application_review,Application outcome,The review for the Machine Learning Engineer position is now complete. We will be moving forward with another candidate. Thank you for your interest in Summit Retail.,automated,hr,medium,Summit Retail,,,Machine Learning Engineer,,
JOB-00982,job_search,rejection,post_interview,Your application with Atlas Software,We appreciate the time you invested in the recruitment process. We have decided to continue with other candidates whose experience more closely matches the current requirements.,automated,company,medium,Atlas Software,,,,,
JOB-00983,job_search,acceptance_progression,availability_request,Next step in your application,We are pleased to let you know that your application has progressed to the next stage. Please provide your availability for an interview with the hiring team.,automated,company,medium,,,,,,
JOB-00984,job_search,acceptance_progression,recruiter_screen,We'd like to move forward,"Hello Olivia,

Thank you for speaking with us. The team enjoyed learning about your experience and would like to continue the conversation. We would like to arrange the next interview with you.

The interview team is based in Paris.

Best regards,
Olivia Clark",automated,hiring_manager,easy,,Olivia Clark,Paris,,,
JOB-00985,job_search,rejection,other_candidates,Update on your Product Manager application,"Thank you for applying for the Product Manager position at Vertex Consulting. After careful consideration, we have decided not to move forward with your application at this time.",automated,recruiter,hard,Vertex Consulting,,,Product Manager,,
JOB-00986,job_search,application_notification,application_under_review,More opportunities for you,"Thank you for applying for Financial Analyst. While your application is being reviewed, you may also be interested in other roles that match your profile at Vertex Consulting. Please note that this message is only a confirmation that we received your application.",automated,ats,easy,Vertex Consulting,,,Financial Analyst,,
JOB-00987,job_search,application_notification,application_submitted,Application status update,Your application for Sales Development Representative is currently under review. We are assessing applications against the requirements of the role and will provide an update when the review is complete.,human,recruiter,hard,,,,Sales Development Representative,,
JOB-00988,job_search,rejection,post_application_review,Regarding your application,"Thank you for speaking with our team about the Financial Analyst role. Unfortunately, we will not be progressing your application to the next stage.

Best regards,
Olivia Evans",semi_automated,recruiter,easy,,Olivia Evans,,Financial Analyst,,
JOB-00989,job_search,application_notification,thank_you_for_applying,Application received — Business Analyst,Thank you for your interest in the Business Analyst position at Meridian Health. We have received your application and our hiring team will review it. We will contact you if there is a suitable next step. Please note that this message is only a confirmation that we received your application.,human,recruiter,medium,Meridian Health,,,Business Analyst,,
JOB-00990,job_search,application_notification,application_received,Application received — Frontend Developer,Thank you for your interest in the Frontend Developer position at Horizon Labs. We have received your application and our hiring team will review it. We will contact you if there is a suitable next step.,semi_automated,company,medium,Horizon Labs,,,Frontend Developer,,
JOB-00991,job_search,acceptance_progression,final_interview,Assessment invitation,We would like to invite you to complete the next stage of our selection process. The assessment will help the team evaluate your skills for the Software Engineer role.,automated,hr,easy,,,,Software Engineer,,
JOB-00992,job_search,acceptance_progression,direct_acceptance,Assessment invitation,We would like to invite you to complete the next stage of our selection process. The assessment will help the team evaluate your skills for the Project Coordinator role.,semi_automated,hr,medium,,,,Project Coordinator,,
JOB-00993,job_search,rejection,post_application_review,Application outcome,The review for the UX Designer position is now complete. We will be moving forward with another candidate. Thank you for your interest in Atlas Software.,human,ats,medium,Atlas Software,,,UX Designer,,
JOB-00994,job_search,rejection,post_interview,Update on your Marketing Manager application,"Thank you for applying for the Marketing Manager position at Meridian Health. After careful consideration, we have decided not to move forward with your application at this time.",semi_automated,ats,medium,Meridian Health,,,Marketing Manager,,
JOB-00995,job_search,rejection,generic_automated_rejection,Application outcome,The review for the Marketing Manager position is now complete. We will be moving forward with another candidate. Thank you for your interest in Cedar Digital.,human,hiring_manager,easy,Cedar Digital,,,Marketing Manager,,
JOB-00996,job_search,acceptance_progression,move_forward,Interview invitation — Project Coordinator,"We have reviewed your application for the Project Coordinator position at Oakridge Financial and would like to invite you to the next stage of the process. Please use https://example.test/schedule to select a convenient time.

Best regards,
Robin Chen",human,company,easy,Oakridge Financial,Robin Chen,,Project Coordinator,,https://example.test/schedule
JOB-00997,job_search,application_notification,application_received,Your application has been submitted,Your application for UX Designer at Redwood Solutions was successfully submitted. This confirmation does not indicate a hiring decision. We appreciate your interest and will review your information.,human,hr,medium,Redwood Solutions,,,UX Designer,,
JOB-00998,job_search,acceptance_progression,final_interview,Interview invitation — Software Engineer,We have reviewed your application for the Software Engineer position at Cedar Digital and would like to invite you to the next stage of the process. Please use https://example.test/schedule to select a convenient time.,semi_automated,hiring_manager,hard,Cedar Digital,,,Software Engineer,,https://example.test/schedule
JOB-00999,job_search,rejection,different_direction,Regarding your application,"Thank you for speaking with our team about the Project Coordinator role. Unfortunately, we will not be progressing your application to the next stage.",automated,recruiter,medium,,,,Project Coordinator,,
JOB-01000,job_search,acceptance_progression,second_interview,Next step in your application,We are pleased to let you know that your application has progressed to the next stage. Please provide your availability for an interview with the hiring team.,semi_automated,ats,medium,,,,,,
JOB-01001,job_search,acceptance_progression,availability_request,We'd like to move forward,"Thank you for speaking with us. The team enjoyed learning about your experience and would like to continue the conversation. We would like to arrange the next interview with you.

Best regards,
Noah Chen",semi_automated,company,easy,,Noah Chen,,,,
JOB-01002,job_search,acceptance_progression,recruiter_screen,Next step in your application,We are pleased to let you know that your application has progressed to the next stage. Please provide your availability for an interview with the hiring team.,automated,hiring_manager,easy,,,,,,
JOB-01003,job_search,acceptance_progression,assessment,Interview invitation — Customer Success Manager,"Hello Avery,

We have reviewed your application for the Customer Success Manager position at BluePeak Analytics and would like to invite you to the next stage of the process. Please use https://example.test/schedule to select a convenient time.

The interview team is based in Berlin.",semi_automated,hr,easy,BluePeak Analytics,,Berlin,Customer Success Manager,,https://example.test/schedule
JOB-01004,job_search,acceptance_progression,first_interview,Next step in your application,We are pleased to let you know that your application has progressed to the next stage. Please provide your availability for an interview with the hiring team.,semi_automated,hiring_manager,easy,,,,,,
JOB-01005,job_search,application_notification,application_under_review,Your application has been submitted,Your application for Product Manager at Vertex Consulting was successfully submitted. This confirmation does not indicate a hiring decision. We appreciate your interest and will review your information.,semi_automated,hr,easy,Vertex Consulting,,,Product Manager,,
JOB-01006,job_search,rejection,generic_automated_rejection,Update on your Software Engineer application,"Thank you for applying for the Software Engineer position at Atlas Software. After careful consideration, we have decided not to move forward with your application at this time.",automated,company,medium,Atlas Software,,,Software Engineer,,
JOB-01007,job_search,acceptance_progression,assessment,Interview invitation — DevOps Engineer,We have reviewed your application for the DevOps Engineer position at Silverline Systems and would like to invite you to the next stage of the process. Please use https://example.test/schedule to select a convenient time.,human,hiring_manager,easy,Silverline Systems,,,DevOps Engineer,,https://example.test/schedule
JOB-01008,job_search,rejection,post_interview,Update on your DevOps Engineer application,"Thank you for applying for the DevOps Engineer position at Atlas Software. After careful consideration, we have decided not to move forward with your application at this time.",human,company,medium,Atlas Software,,,DevOps Engineer,,
JOB-01009,job_search,rejection,generic_automated_rejection,Application outcome,The review for the Operations Specialist position is now complete. We will be moving forward with another candidate. Thank you for your interest in Oakridge Financial.,human,recruiter,medium,Oakridge Financial,,,Operations Specialist,,
JOB-01010,job_search,application_notification,thank_you_for_applying,Application status update,Your application for Customer Success Manager is currently under review. We are assessing applications against the requirements of the role and will provide an update when the review is complete.,automated,hr,medium,,,,Customer Success Manager,,
JOB-01011,job_search,acceptance_progression,first_interview,Assessment invitation,We would like to invite you to complete the next stage of our selection process. The assessment will help the team evaluate your skills for the Operations Specialist role.,semi_automated,hiring_manager,easy,,,,Operations Specialist,,
JOB-01012,job_search,application_notification,thank_you_for_applying,More opportunities for you,"Thank you for applying for DevOps Engineer. While your application is being reviewed, you may also be interested in other roles that match your profile at Pinecrest Media.",semi_automated,hiring_manager,medium,Pinecrest Media,,,DevOps Engineer,,
JOB-01013,job_search,rejection,other_candidates,Recruitment update,"We were impressed by your background and appreciated the opportunity to learn more about you. At this stage, however, we have chosen to take the process in a different direction.",automated,recruiter,medium,,,,,,
JOB-01014,job_search,rejection,post_final_interview,Update on your Product Manager application,"Thank you for applying for the Product Manager position at Aurora Mobility. After careful consideration, we have decided not to move forward with your application at this time.",automated,hr,easy,Aurora Mobility,,,Product Manager,,
JOB-01015,job_search,rejection,generic_automated_rejection,Update on your Content Strategist application,"Thank you for applying for the Content Strategist position at BrightPath Energy. After careful consideration, we have decided not to move forward with your application at this time.",semi_automated,company,hard,BrightPath Energy,,,Content Strategist,,
JOB-01016,job_search,rejection,generic_automated_rejection,Your application with Atlas Software,We appreciate the time you invested in the recruitment process. We have decided to continue with other candidates whose experience more closely matches the current requirements.,human,ats,easy,Atlas Software,,,,,
JOB-01017,job_search,application_notification,thank_you_for_applying,Thanks for applying to Lighthouse Cloud,We appreciate your interest in the Sales Development Representative opportunity. Your application is now with our recruitment team. You do not need to take any further action at this time.,automated,company,hard,Lighthouse Cloud,,,Sales Development Representative,,
JOB-01018,job_search,rejection,different_direction,Regarding your application,"Thank you for speaking with our team about the Operations Specialist role. Unfortunately, we will not be progressing your application to the next stage.",human,recruiter,easy,,,,Operations Specialist,,
JOB-01019,job_search,acceptance_progression,assessment,We'd like to move forward,Thank you for speaking with us. The team enjoyed learning about your experience and would like to continue the conversation. We would like to arrange the next interview with you.,human,hr,easy,,,,,,
JOB-01020,job_search,acceptance_progression,availability_request,Next step in your application,We are pleased to let you know that your application has progressed to the next stage. Please provide your availability for an interview with the hiring team.,semi_automated,recruiter,easy,,,,,,
JOB-01021,job_search,rejection,post_interview,Regarding your application,"Thank you for speaking with our team about the Machine Learning Engineer role. Unfortunately, we will not be progressing your application to the next stage.",human,company,medium,,,,Machine Learning Engineer,,
JOB-01022,job_search,rejection,post_application_review,Regarding your application,Thank you for speaking with our team about the UX Designer role. we will not be progressing your application to the next stage.,human,recruiter,medium,,,,UX Designer,,
JOB-01023,job_search,acceptance_progression,offer,Assessment invitation,We would like to invite you to complete the next stage of our selection process. The assessment will help the team evaluate your skills for the Content Strategist role.,human,hiring_manager,medium,,,,Content Strategist,,
JOB-01024,job_search,acceptance_progression,assessment,We'd like to move forward,"Hello Liam,

Thank you for speaking with us. The team enjoyed learning about your experience and would like to continue the conversation. We would like to arrange the next interview with you.

The interview team is based in London.",semi_automated,hiring_manager,hard,,,London,,,
JOB-01025,job_search,application_notification,application_received,More opportunities for you,"Thank you for applying for Frontend Developer. While your application is being reviewed, you may also be interested in other roles that match your profile at Oakridge Financial.",automated,company,medium,Oakridge Financial,,,Frontend Developer,,
JOB-01026,job_search,application_notification,application_status_update,More opportunities for you,"Thank you for applying for UX Designer. While your application is being reviewed, you may also be interested in other roles that match your profile at Cedar Digital.",semi_automated,recruiter,hard,Cedar Digital,,,UX Designer,,
JOB-01027,job_search,application_notification,recruiter_acknowledgement,Thanks for applying to Atlas Software,We appreciate your interest in the Marketing Manager opportunity. Your application is now with our recruitment team. You do not need to take any further action at this time.,human,recruiter,easy,Atlas Software,,,Marketing Manager,,
JOB-01028,job_search,application_notification,thank_you_for_applying,Thanks for applying to Silverline Systems,We appreciate your interest in the Machine Learning Engineer opportunity. Your application is now with our recruitment team. You do not need to take any further action at this time. Please note that this message is only a confirmation that we received your application.,human,company,medium,Silverline Systems,,,Machine Learning Engineer,,
JOB-01029,job_search,application_notification,application_received,Application status update,Your application for Sales Development Representative is currently under review. We are assessing applications against the requirements of the role and will provide an update when the review is complete.,semi_automated,recruiter,easy,,,,Sales Development Representative,,
JOB-01030,job_search,rejection,personalized_recruiter,Your application with BrightPath Energy,We appreciate the time you invested in the recruitment process. We have decided to continue with other candidates whose experience more closely matches the current requirements.,human,hr,hard,BrightPath Energy,,,,,
JOB-01031,job_search,rejection,generic_automated_rejection,Application outcome,The review for the Customer Success Manager position is now complete. We will be moving forward with another candidate. Thank you for your interest in Atlas Software.,automated,hiring_manager,adversarial,Atlas Software,,,Customer Success Manager,,
JOB-01032,job_search,rejection,post_final_interview,Update on your Financial Analyst application,"Thank you for applying for the Financial Analyst position at Oakridge Financial. After careful consideration, we have will not be progressing with your application at this time.",semi_automated,recruiter,hard,Oakridge Financial,,,Financial Analyst,,
JOB-01033,job_search,application_notification,application_submitted,More opportunities for you,"Thank you for applying for Business Analyst. While your application is being reviewed, you may also be interested in other roles that match your profile at Summit Retail.",semi_automated,hiring_manager,adversarial,Summit Retail,,,Business Analyst,,
JOB-01034,job_search,application_notification,application_under_review,More opportunities for you,"Thank you for applying for Product Manager. While your application is being reviewed, you may also be interested in other roles that match your profile at Northstar Technologies.

Best regards,
Taylor Davis",human,recruiter,adversarial,Northstar Technologies,Taylor Davis,,Product Manager,,
JOB-01035,job_search,acceptance_progression,recruiter_screen,Interview invitation — Data Analyst,We have reviewed your application for the Data Analyst position at BluePeak Analytics and would like to invite you to the next stage of the process. Please use https://example.test/schedule to select a convenient time.,automated,recruiter,medium,BluePeak Analytics,,,Data Analyst,,https://example.test/schedule
JOB-01036,job_search,acceptance_progression,second_interview,Offer from Atlas Software,"We are pleased to offer you the Product Manager position. The offer details, proposed start date, and terms are available in the candidate portal at https://example.test/offer.",automated,hiring_manager,easy,Atlas Software,,,Product Manager,,https://example.test/offer.
JOB-01037,job_search,acceptance_progression,assessment,Next step in your application,"Hello Sarah,

We are pleased to let you know that your application has progressed to the next stage. Please provide your availability for an interview with the hiring team.

The interview team is based in Paris.",automated,hiring_manager,hard,,,Paris,,,
JOB-01038,job_search,rejection,position_related,Regarding your application,"Thank you for speaking with our team about the Software Engineer role. Unfortunately, we will not be progressing your application to the next stage.",semi_automated,hr,easy,,,,Software Engineer,,
JOB-01039,job_search,acceptance_progression,offer,We'd like to move forward,Thank you for speaking with us. The team enjoyed learning about your experience and would like to continue the conversation. We would like to arrange the next interview with you.,automated,recruiter,medium,,,,,,
JOB-01040,job_search,rejection,post_application_review,Update on your Project Coordinator application,"Thank you for applying for the Project Coordinator position at Summit Retail. After careful consideration, we have decided not to move forward with your application at this time.",automated,hiring_manager,hard,Summit Retail,,,Project Coordinator,,
JOB-01041,job_search,application_notification,application_submitted,More opportunities for you,"Thank you for applying for UX Designer. While your application is being reviewed, you may also be interested in other roles that match your profile at Pinecrest Media.",automated,ats,easy,Pinecrest Media,,,UX Designer,,
JOB-01042,job_search,acceptance_progression,final_interview,Offer from Aurora Mobility,"We are pleased to offer you the Data Analyst position. The offer details, proposed start date, and terms are available in the candidate portal at https://example.test/offer.",automated,ats,hard,Aurora Mobility,,,Data Analyst,,https://example.test/offer.
JOB-01043,job_search,application_notification,application_submitted,Thanks for applying to Cedar Digital,We appreciate your interest in the Sales Development Representative opportunity. Your application is now with our recruitment team. You do not need to take any further action at this time.,semi_automated,hiring_manager,hard,Cedar Digital,,,Sales Development Representative,,
JOB-01044,job_search,rejection,personalized_recruiter,Application outcome,The review for the Frontend Developer position is now complete. We will be moving forward with another candidate. Thank you for your interest in Lighthouse Cloud.,automated,hr,medium,Lighthouse Cloud,,,Frontend Developer,,
JOB-01045,job_search,application_notification,application_submitted,Your application has been submitted,Your application for Sales Development Representative at Pinecrest Media was successfully submitted. This confirmation does not indicate a hiring decision. We appreciate your interest and will review your information.,human,company,medium,Pinecrest Media,,,Sales Development Representative,,
JOB-01046,job_search,application_notification,thank_you_for_applying,Thanks for applying to BrightPath Energy,We appreciate your interest in the Sales Development Representative opportunity. Your application is now with our recruitment team. You do not need to take any further action at this time.,semi_automated,recruiter,easy,BrightPath Energy,,,Sales Development Representative,,
JOB-01047,job_search,application_notification,application_status_update,Thanks for applying to Summit Retail,We appreciate your interest in the Financial Analyst opportunity. Your application is now with our recruitment team. You do not need to take any further action at this time.,semi_automated,recruiter,easy,Summit Retail,,,Financial Analyst,,
JOB-01048,job_search,rejection,personalized_recruiter,Update on your Customer Success Manager application,"Thank you for applying for the Customer Success Manager position at Redwood Solutions. After careful consideration, we have decided not to move forward with your application at this time.",automated,company,easy,Redwood Solutions,,,Customer Success Manager,,
JOB-01049,job_search,acceptance_progression,recruiter_screen,Offer from BrightPath Energy,"We are pleased to offer you the Business Analyst position. The offer details, proposed start date, and terms are available in the candidate portal at https://example.test/offer.",automated,hiring_manager,hard,BrightPath Energy,,,Business Analyst,,https://example.test/offer.
JOB-01050,job_search,application_notification,thank_you_for_applying,More opportunities for you,"Thank you for applying for Product Manager. While your application is being reviewed, you may also be interested in other roles that match your profile at Meridian Health.",semi_automated,hiring_manager,hard,Meridian Health,,,Product Manager,,
JOB-01051,job_search,application_notification,application_under_review,Your application has been submitted,Your application for Product Manager at Summit Retail was successfully submitted. This confirmation does not indicate a hiring decision. We appreciate your interest and will review your information. Please note that this message is only a confirmation that we received your application.,human,company,adversarial,Summit Retail,,,Product Manager,,
JOB-01052,job_search,application_notification,application_received,More opportunities for you,"Thank you for applying for UX Designer. While your application is being reviewed, you may also be interested in other roles that match your profile at Horizon Labs. Please note that this message is only a confirmation that we received your application.",automated,recruiter,medium,Horizon Labs,,,UX Designer,,
JOB-01053,job_search,application_notification,thank_you_for_applying,Thanks for applying to Atlas Software,"We appreciate your interest in the Sales Development Representative opportunity. Your application is now with our recruitment team. You do not need to take any further action at this time.

Best regards,
Liam Mitchell",semi_automated,hiring_manager,medium,Atlas Software,Liam Mitchell,,Sales Development Representative,,
JOB-01054,job_search,application_notification,other_application_system,Application status update,Your application for Data Analyst is currently under review. We are assessing applications against the requirements of the role and will provide an update when the review is complete.,automated,hr,easy,,,,Data Analyst,,
JOB-01055,job_search,application_notification,application_received,Application received — Business Analyst,Thank you for your interest in the Business Analyst position at Cedar Digital. We have received your application and our hiring team will review it. We will contact you if there is a suitable next step.,automated,ats,easy,Cedar Digital,,,Business Analyst,,
JOB-01056,job_search,rejection,generic_automated_rejection,Application outcome,The review for the Product Manager position is now complete. We will be moving forward with another candidate. Thank you for your interest in BluePeak Analytics.,human,recruiter,hard,BluePeak Analytics,,,Product Manager,,
JOB-01057,job_search,application_notification,application_under_review,Application received — Customer Success Manager,Thank you for your interest in the Customer Success Manager position at BrightPath Energy. We have received your application and our hiring team will review it. We will contact you if there is a suitable next step.,human,company,hard,BrightPath Energy,,,Customer Success Manager,,
JOB-01058,job_search,rejection,generic_automated_rejection,Regarding your application,"Thank you for speaking with our team about the Product Manager role. we will not be progressing your application to the next stage.

Best regards,
Sam Wong",human,recruiter,hard,,Sam Wong,,Product Manager,,
JOB-01059,job_search,application_notification,application_submitted,Thanks for applying to Redwood Solutions,We appreciate your interest in the Software Engineer opportunity. Your application is now with our recruitment team. You do not need to take any further action at this time. Please note that this message is only a confirmation that we received your application.,automated,recruiter,medium,Redwood Solutions,,,Software Engineer,,
JOB-01060,job_search,application_notification,application_recommended_jobs,Thanks for applying to Vertex Consulting,We appreciate your interest in the Content Strategist opportunity. Your application is now with our recruitment team. You do not need to take any further action at this time.,automated,hr,hard,Vertex Consulting,,,Content Strategist,,
JOB-01061,job_search,rejection,different_direction,Update on your Marketing Manager application,"Thank you for applying for the Marketing Manager position at Atlas Software. After careful consideration, we have will not be progressing with your application at this time.",human,ats,medium,Atlas Software,,,Marketing Manager,,
JOB-01062,job_search,acceptance_progression,second_interview,Offer from Atlas Software,"We are pleased to offer you the Business Analyst position. The offer details, proposed start date, and terms are available in the candidate portal at https://example.test/offer.",human,ats,medium,Atlas Software,,,Business Analyst,,https://example.test/offer.
JOB-01063,job_search,acceptance_progression,recruiter_screen,We'd like to move forward,Thank you for speaking with us. The team enjoyed learning about your experience and would like to continue the conversation. We would like to arrange the next interview with you.,semi_automated,hr,easy,,,,,,
JOB-01064,job_search,application_notification,application_received,Application status update,Your application for Sales Development Representative is currently under review. We are assessing applications against the requirements of the role and will provide an update when the review is complete. Please note that this message is only a confirmation that we received your application.,semi_automated,company,hard,,,,Sales Development Representative,,
JOB-01065,job_search,acceptance_progression,second_interview,Assessment invitation,"We would like to invite you to complete the next stage of our selection process. The assessment will help the team evaluate your skills for the Frontend Developer role.

Best regards,
Riley Larsson",semi_automated,company,easy,,Riley Larsson,,Frontend Developer,,
JOB-01066,job_search,application_notification,application_recommended_jobs,Thanks for applying to Oakridge Financial,We appreciate your interest in the DevOps Engineer opportunity. Your application is now with our recruitment team. You do not need to take any further action at this time. Please note that this message is only a confirmation that we received your application.,semi_automated,hr,easy,Oakridge Financial,,,DevOps Engineer,,
JOB-01067,job_search,rejection,different_direction,Application outcome,The review for the Content Strategist position is now complete. We will be moving forward with another candidate. Thank you for your interest in Redwood Solutions.,human,company,hard,Redwood Solutions,,,Content Strategist,,
JOB-01068,job_search,acceptance_progression,assessment,Interview invitation — UX Designer,We have reviewed your application for the UX Designer position at Horizon Labs and would like to invite you to the next stage of the process. Please use https://example.test/schedule to select a convenient time.,semi_automated,company,easy,Horizon Labs,,,UX Designer,,https://example.test/schedule
JOB-01069,job_search,application_notification,application_recommended_jobs,Application received — UX Designer,"Thank you for your interest in the UX Designer position at Cedar Digital. We have received your application and our hiring team will review it. We will contact you if there is a suitable next step.

Best regards,
Casey Larsson",human,recruiter,medium,Cedar Digital,Casey Larsson,,UX Designer,,
JOB-01070,job_search,application_notification,application_status_update,Application received — UX Designer,Thank you for your interest in the UX Designer position at Aurora Mobility. We have received your application and our hiring team will review it. We will contact you if there is a suitable next step.,automated,company,medium,Aurora Mobility,,,UX Designer,,
JOB-01071,job_search,rejection,post_interview,Your application with Atlas Software,"We appreciate the time you invested in the recruitment process. We have decided to continue with other candidates whose experience more closely matches the current requirements.

Best regards,
Taylor Garcia",automated,recruiter,adversarial,Atlas Software,Taylor Garcia,,,,
JOB-01072,job_search,acceptance_progression,assessment,Offer from Pinecrest Media,"We are pleased to offer you the Customer Success Manager position. The offer details, proposed start date, and terms are available in the candidate portal at https://example.test/offer.",automated,hr,adversarial,Pinecrest Media,,,Customer Success Manager,,https://example.test/offer.
JOB-01073,job_search,rejection,different_direction,Update on your Marketing Manager application,"Thank you for applying for the Marketing Manager position at Summit Retail. After careful consideration, we have decided not to move forward with your application at this time.",semi_automated,company,medium,Summit Retail,,,Marketing Manager,,
JOB-01074,job_search,acceptance_progression,second_interview,Offer from Vertex Consulting,"We are pleased to offer you the Business Analyst position. The offer details, proposed start date, and terms are available in the candidate portal at https://example.test/offer.",human,recruiter,adversarial,Vertex Consulting,,,Business Analyst,,https://example.test/offer.
JOB-01075,job_search,acceptance_progression,second_interview,Next step in your application,We are pleased to let you know that your application has progressed to the next stage. Please provide your availability for an interview with the hiring team.,semi_automated,hr,medium,,,,,,
JOB-01076,job_search,rejection,post_interview,Application outcome,The review for the Data Analyst position is now complete. We will be moving forward with another candidate. Thank you for your interest in Silverline Systems.,human,ats,easy,Silverline Systems,,,Data Analyst,,
JOB-01077,job_search,acceptance_progression,second_interview,Next step in your application,We are pleased to let you know that your application has progressed to the next stage. Please provide your availability for an interview with the hiring team.,automated,hiring_manager,medium,,,,,,
JOB-01078,job_search,rejection,personalized_recruiter,Recruitment update,"We were impressed by your background and appreciated the opportunity to learn more about you. At this stage, however, we have chosen to take the process in a different direction.",semi_automated,ats,adversarial,,,,,,
JOB-01079,job_search,acceptance_progression,second_interview,We'd like to move forward,Thank you for speaking with us. The team enjoyed learning about your experience and would like to continue the conversation. We would like to arrange the next interview with you.,human,company,medium,,,,,,
JOB-01080,job_search,application_notification,thank_you_for_applying,More opportunities for you,"Thank you for applying for Content Strategist. While your application is being reviewed, you may also be interested in other roles that match your profile at Lighthouse Cloud.

Best regards,
Liam Wilson",human,ats,hard,Lighthouse Cloud,Liam Wilson,,Content Strategist,,
JOB-01081,job_search,rejection,generic_automated_rejection,Update on your Customer Success Manager application,"Thank you for applying for the Customer Success Manager position at Atlas Software. After careful consideration, we have will not be progressing with your application at this time.",automated,ats,medium,Atlas Software,,,Customer Success Manager,,
JOB-01082,job_search,rejection,generic_automated_rejection,Update on your DevOps Engineer application,"Thank you for applying for the DevOps Engineer position at Lighthouse Cloud. After careful consideration, we have will not be progressing with your application at this time.",semi_automated,recruiter,hard,Lighthouse Cloud,,,DevOps Engineer,,
JOB-01083,job_search,acceptance_progression,first_interview,We'd like to move forward,Thank you for speaking with us. The team enjoyed learning about your experience and would like to continue the conversation. We would like to arrange the next interview with you.,semi_automated,recruiter,medium,,,,,,
JOB-01084,job_search,application_notification,application_status_update,Application received — DevOps Engineer,Thank you for your interest in the DevOps Engineer position at BrightPath Energy. We have received your application and our hiring team will review it. We will contact you if there is a suitable next step.,semi_automated,company,hard,BrightPath Energy,,,DevOps Engineer,,
JOB-01085,job_search,application_notification,thank_you_for_applying,Application received — Machine Learning Engineer,Thank you for your interest in the Machine Learning Engineer position at Lighthouse Cloud. We have received your application and our hiring team will review it. We will contact you if there is a suitable next step.,human,ats,medium,Lighthouse Cloud,,,Machine Learning Engineer,,
JOB-01086,job_search,acceptance_progression,availability_request,We'd like to move forward,Thank you for speaking with us. The team enjoyed learning about your experience and would like to continue the conversation. We would like to arrange the next interview with you.,semi_automated,hr,hard,,,,,,
JOB-01087,job_search,application_notification,thank_you_for_applying,Thanks for applying to Horizon Labs,We appreciate your interest in the Frontend Developer opportunity. Your application is now with our recruitment team. You do not need to take any further action at this time.,human,ats,easy,Horizon Labs,,,Frontend Developer,,
JOB-01088,job_search,application_notification,application_status_update,Application status update,Your application for Financial Analyst is currently under review. We are assessing applications against the requirements of the role and will provide an update when the review is complete.,semi_automated,recruiter,easy,,,,Financial Analyst,,
